,TUCASEID,TEWHERE,TUACTDUR,PEEDUCA,PTDTRACE,TRCHILDNUM,TRSPPRES,TRDPFTPT,TEAGE,TESEX,TEIO1COW,TUDIARYDAY,Telecommuting,Education,Race,NumChild,Married,Gender,Fulltime
43587,20140908140021,2,465,39,2,2,3,1,37,2,4,3,0,1,1,2,1,1,1
43588,20140908140046,2,475,39,1,0,2,1,25,2,4,5,0,1,0,0,1,1,1
43589,20140908140062,2,513,40,1,0,3,1,28,2,4,3,0,2,0,0,1,1,1
43590,20140908140064,2,575,42,3,1,1,1,28,1,4,3,0,2,3,1,0,0,1
43591,20140908140077,2,438,46,1,0,3,1,36,1,5,5,0,4,0,0,1,0,1
43592,20140908140084,2,658,40,1,0,1,1,48,1,4,4,0,2,0,0,0,0,1
43593,20140908140111,2,485,40,1,2,1,1,27,2,4,4,0,2,0,2,0,1,1
43595,20140908140168,2,537,42,2,2,1,1,43,2,4,2,0,2,1,2,0,1,1
43596,20140908140502,2,505,43,4,1,1,1,33,2,4,3,0,3,2,1,0,1,1
43597,20140908140511,2,215,44,1,3,1,1,33,2,2,2,0,4,0,3,0,1,1
43600,20140908140524,1,460,43,1,0,3,1,27,1,4,5,1,3,0,0,1,0,1
43601,20140908140540,2,615,40,1,2,1,1,38,2,4,3,0,2,0,2,0,1,1
43602,20140908140544,2,510,43,1,0,3,1,28,2,4,6,0,3,0,0,1,1,1
43603,20140908140549,2,458,43,4,1,1,1,33,1,4,2,0,3,2,1,0,0,1
43604,20140908140560,2,433,43,1,0,3,1,53,2,4,5,0,3,0,0,1,1,1
43605,20140908140589,2,510,39,2,0,3,1,27,2,4,5,0,1,1,0,1,1,1
43608,20140908140603,2,600,40,1,0,3,1,47,1,4,4,0,2,0,0,1,0,1
43609,20140908140606,2,515,40,1,0,1,1,49,1,3,3,0,2,0,0,0,0,1
43610,20140908140618,2,495,42,1,0,1,1,51,1,4,6,0,2,0,0,0,0,1
43611,20140908140625,2,455,43,1,3,1,2,39,2,4,3,0,3,0,3,0,1,0
43613,20140908140663,2,575,39,1,0,3,1,42,1,4,3,0,1,0,0,1,0,1
43614,20140908140666,2,425,33,1,0,3,1,50,1,4,5,0,0,0,0,1,0,1
43616,20140908140684,2,480,33,1,0,1,1,57,1,4,6,0,0,0,0,0,0,1
43617,20140908140693,2,540,44,1,1,1,1,38,2,5,5,0,4,0,1,0,1,1
43618,20140908140695,2,495,40,1,1,3,1,23,2,4,2,0,2,0,1,1,1,1
43619,20140908140708,2,446,40,1,2,3,1,35,2,3,5,0,2,0,2,1,1,1
43622,20140908140718,2,490,44,1,1,1,1,27,2,4,2,0,4,0,1,0,1,1
43624,20140908140722,1,475,45,1,0,3,1,56,1,1,3,1,4,0,0,1,0,1
43625,20140908140735,2,481,43,1,2,1,1,38,2,5,4,0,3,0,2,0,1,1
43627,20140908140785,2,486,40,1,0,1,1,28,2,4,4,0,2,0,0,0,1,1
43628,20140908140792,2,400,43,1,0,3,1,37,1,4,6,0,3,0,0,1,0,1
43629,20140908140796,2,512,43,1,0,2,1,26,2,4,4,0,3,0,0,1,1,1
43632,20140908140869,2,480,43,2,0,3,1,37,1,5,6,0,3,1,0,1,0,1
43633,20140908140886,2,550,39,1,0,3,1,35,1,4,3,0,1,0,0,1,0,1
43634,20140908140888,2,485,39,1,2,1,2,41,2,4,2,0,1,0,2,0,1,0
43635,20140908140893,2,410,43,1,2,1,1,36,2,2,2,0,3,0,2,0,1,1
43637,20140908140897,2,445,40,2,1,3,1,28,2,4,4,0,2,1,1,1,1,1
43640,20140908140921,2,325,38,1,1,2,2,29,2,4,5,0,0,0,1,1,1,0
43641,20140908140940,2,613,44,1,0,2,1,26,2,5,6,0,4,0,0,1,1,1
43642,20140908140955,2,675,42,1,2,1,1,42,1,4,2,0,2,0,2,0,0,1
43643,20140908140958,2,680,36,1,0,1,1,56,1,4,5,0,0,0,0,0,0,1
43644,20140908140976,2,390,39,1,1,1,1,35,1,4,3,0,1,0,1,0,0,1
43646,20140908141001,2,510,43,1,1,1,1,38,2,4,6,0,3,0,1,0,1,1
43647,20140908141019,2,340,39,1,1,1,2,34,2,5,4,0,1,0,1,0,1,0
43648,20140908141021,2,500,45,1,2,1,1,39,2,4,4,0,4,0,2,0,1,1
43649,20140908141022,2,475,43,1,0,3,1,55,2,4,5,0,3,0,0,1,1,1
43650,20140908141023,2,450,39,1,0,1,1,50,2,4,6,0,1,0,0,0,1,1
43651,20140908141039,2,349,40,2,2,3,1,31,2,4,4,0,2,1,2,1,1,1
43654,20140908141099,2,450,39,1,2,1,1,46,1,4,3,0,1,0,2,0,0,1
43655,20140908141139,2,215,40,1,1,1,1,24,2,5,5,0,2,0,1,0,1,1
43657,20140908141158,2,650,44,2,0,3,1,36,2,4,5,0,4,1,0,1,1,1
43659,20140908141182,2,487,40,1,0,3,1,43,1,3,5,0,2,0,0,1,0,1
43662,20140908141223,2,630,39,1,0,1,1,27,2,4,4,0,1,0,0,0,1,1
43663,20140908141228,2,515,39,2,1,3,1,25,2,3,4,0,1,1,1,1,1,1
43664,20140908141239,2,425,39,1,0,1,1,54,2,5,5,0,1,0,0,0,1,1
43666,20140908141249,2,490,43,1,3,1,1,37,2,5,5,0,3,0,3,0,1,1
43670,20140908141300,2,720,40,2,0,3,1,51,1,4,6,0,2,1,0,1,0,1
43671,20140908141302,2,465,35,1,0,1,1,53,2,4,5,0,0,0,0,0,1,1
43672,20140908141303,2,745,42,1,1,1,1,28,1,3,5,0,2,0,1,0,0,1
43674,20140908141313,2,496,43,1,1,1,1,29,2,4,3,0,3,0,1,0,1,1
43675,20140908141318,2,431,44,4,2,1,2,38,2,3,6,0,4,2,2,0,1,0
43677,20140908141343,2,270,45,1,1,1,1,35,1,2,2,0,4,0,1,0,0,1
43678,20140908141348,2,493,43,1,2,1,1,36,2,2,5,0,3,0,2,0,1,1
43679,20140908141355,2,515,40,1,2,1,1,35,2,4,2,0,2,0,2,0,1,1
43680,20140908141421,2,813,43,1,1,1,1,49,1,5,2,0,3,0,1,0,0,1
43681,20140908141463,2,240,43,2,0,3,1,34,1,5,6,0,3,1,0,1,0,1
43682,20140908141465,2,650,31,1,3,1,1,49,1,5,3,0,0,0,3,0,0,1
43683,20140908141472,2,610,40,1,0,1,1,55,1,4,5,0,2,0,0,0,0,1
43685,20140908141497,2,700,41,1,3,1,1,39,1,4,6,0,2,0,3,0,0,1
43686,20140908141520,2,475,44,1,0,3,1,42,1,3,4,0,4,0,0,1,0,1
43687,20140908141538,2,500,39,1,0,3,1,34,2,4,5,0,1,0,0,1,1,1
43688,20140908141539,2,870,40,1,0,3,1,25,1,4,6,0,2,0,0,1,0,1
43690,20140908141573,2,505,41,1,2,1,1,32,1,4,4,0,2,0,2,0,0,1
43691,20140908141595,2,481,42,1,2,1,1,46,1,1,6,0,2,0,2,0,0,1
43692,20140908141642,2,540,39,1,0,3,1,27,1,4,3,0,1,0,0,1,0,1
43693,20140908141643,2,511,44,1,2,1,1,44,2,3,6,0,4,0,2,0,1,1
43696,20140908141693,2,535,39,1,1,3,1,43,2,4,3,0,1,0,1,1,1,1
43697,20140908141697,2,545,45,1,0,1,1,58,2,2,3,0,4,0,0,0,1,1
43698,20140908141702,2,427,40,2,0,3,1,45,2,3,5,0,2,1,0,1,1,1
43699,20140908141709,2,240,40,2,0,3,2,21,1,2,4,0,2,1,0,1,0,0
43701,20140908141729,1,120,40,1,0,3,2,32,1,4,4,1,2,0,0,1,0,0
43702,20140908141733,2,415,46,1,1,1,1,34,2,2,6,0,4,0,1,0,1,1
43704,20140908141768,2,585,43,1,2,1,1,28,1,4,5,0,3,0,2,0,0,1
43707,20140908141786,2,515,39,1,1,1,1,35,2,4,2,0,1,0,1,0,1,1
43708,20140908141791,2,505,40,2,3,1,1,38,1,4,3,0,2,1,3,0,0,1
43709,20140908141811,1,200,43,1,0,3,2,26,1,2,5,1,3,0,0,1,0,0
43711,20140908141851,2,670,39,1,1,3,1,38,2,4,4,0,1,0,1,1,1,1
43712,20140908141874,2,529,43,4,0,3,1,36,1,4,2,0,3,2,0,1,0,1
43713,20140908141887,2,685,43,1,0,1,1,57,2,4,6,0,3,0,0,0,1,1
43714,20140908141898,2,455,39,2,0,3,2,43,1,4,2,0,1,1,0,1,0,0
43715,20140908141910,2,521,40,1,0,1,1,52,2,5,4,0,2,0,0,0,1,1
43716,20140908141912,2,465,44,1,2,1,1,36,2,4,5,0,4,0,2,0,1,1
43718,20140908141975,2,495,39,1,1,1,1,42,2,4,4,0,1,0,1,0,1,1
43719,20140908141998,2,535,44,2,1,3,1,48,2,4,6,0,4,1,1,1,1,1
43720,20140908142007,2,655,39,1,2,1,1,34,1,4,2,0,1,0,2,0,0,1
43721,20140908142009,2,600,40,1,1,1,1,44,1,4,3,0,2,0,1,0,0,1
43722,20140908142012,2,635,43,2,0,3,1,57,1,4,4,0,3,1,0,1,0,1
43725,20140908142043,2,489,41,1,3,2,1,33,1,4,4,0,2,0,3,1,0,1
43726,20140908142051,2,463,40,4,0,3,1,25,2,4,5,0,2,2,0,1,1,1
43727,20140908142064,2,455,43,1,0,3,1,26,1,4,5,0,3,0,0,1,0,1
43728,20140908142066,2,430,44,1,1,1,2,31,2,3,3,0,4,0,1,0,1,0
43730,20140908142105,2,540,43,1,1,1,1,35,1,4,5,0,3,0,1,0,0,1
43731,20140908142131,2,515,39,1,3,1,1,42,1,4,3,0,1,0,3,0,0,1
43733,20140908142141,2,485,46,1,0,3,1,42,1,4,2,0,4,0,0,1,0,1
43735,20140908142160,2,435,43,1,0,3,1,43,2,5,4,0,3,0,0,1,1,1
43736,20140908142164,2,450,44,1,0,1,1,54,1,4,4,0,4,0,0,0,0,1
43737,20140908142175,2,500,43,1,0,3,1,56,2,4,6,0,3,0,0,1,1,1
43738,20140908142180,2,345,43,1,1,1,1,33,2,4,3,0,3,0,1,0,1,1
43739,20140908142198,2,427,39,1,3,1,1,30,1,4,4,0,1,0,3,0,0,1
43741,20140908142233,2,638,44,1,0,3,1,55,1,4,3,0,4,0,0,1,0,1
43742,20140908142237,2,480,43,1,0,1,1,31,2,4,3,0,3,0,0,0,1,1
43744,20140908142346,2,473,40,1,1,3,2,24,2,4,6,0,2,0,1,1,1,0
43745,20140908142348,2,632,41,2,0,3,1,56,2,4,3,0,2,1,0,1,1,1
43747,20140908142352,2,450,43,2,1,3,1,41,1,4,4,0,3,1,1,1,0,1
43748,20140908142359,2,495,45,1,0,3,1,35,2,1,6,0,4,0,0,1,1,1
43750,20140908142362,2,400,42,1,3,1,2,42,2,5,3,0,2,0,3,0,1,0
43751,20140908142367,2,459,38,1,0,2,1,26,1,4,5,0,0,0,0,1,0,1
43752,20140908142374,2,540,44,1,0,1,1,57,1,4,2,0,4,0,0,0,0,1
43753,20140908142381,2,740,44,1,0,3,1,43,1,4,2,0,4,0,0,1,0,1
43754,20140908142383,2,525,41,1,2,1,1,43,1,3,6,0,2,0,2,0,0,1
43755,20140908142404,2,590,43,1,1,3,1,49,1,4,3,0,3,0,1,1,0,1
43756,20140908142407,2,480,39,1,0,3,1,37,2,4,2,0,1,0,0,1,1,1
43757,20140908142412,1,120,43,1,2,1,1,26,2,3,5,1,3,0,2,0,1,1
43758,20140908142428,2,575,45,1,0,3,1,30,1,4,3,0,4,0,0,1,0,1
43759,20140908142435,2,447,41,1,0,1,1,54,2,4,6,0,2,0,0,0,1,1
43760,20140908142454,2,425,40,5,0,1,1,30,1,4,4,0,2,3,0,0,0,1
43762,20140908142478,2,720,44,2,2,1,1,50,2,3,2,0,4,1,2,0,1,1
43765,20140908142500,2,450,40,1,1,1,1,44,2,4,4,0,2,0,1,0,1,1
43766,20140909140012,2,480,39,1,0,2,1,31,1,4,3,0,1,0,0,1,0,1
43767,20140909140021,2,645,39,1,0,3,1,39,1,4,6,0,1,0,0,1,0,1
43768,20140909140061,2,525,39,1,0,1,1,57,1,5,2,0,1,0,0,0,0,1
43769,20140909140131,2,445,45,1,4,1,1,32,1,4,2,0,4,0,3,0,0,1
43770,20140909140151,2,480,35,1,3,1,1,30,1,4,2,0,0,0,3,0,0,1
43771,20140909140159,2,355,39,1,0,1,2,51,2,4,3,0,1,0,0,0,1,0
43773,20140909140540,2,565,39,1,1,1,1,40,1,2,3,0,1,0,1,0,0,1
43774,20140909140565,2,500,39,1,0,1,1,44,2,4,3,0,1,0,0,0,1,1
43779,20140909140832,1,120,43,4,2,1,1,42,2,4,6,1,3,2,2,0,1,1
43781,20140909140858,2,480,39,1,0,3,1,25,1,4,2,0,1,0,0,1,0,1
43782,20140909140869,2,420,41,1,0,1,2,55,2,4,3,0,2,0,0,0,1,0
43784,20140909140962,2,595,40,1,1,1,1,57,1,4,2,0,2,0,1,0,0,1
43790,20140909141212,2,480,40,4,0,3,1,55,1,1,5,0,2,2,0,1,0,1
43791,20140909141255,2,592,43,1,3,1,1,33,1,4,3,0,3,0,3,0,0,1
43792,20140909141322,2,480,43,4,2,2,1,46,1,4,5,0,3,2,2,1,0,1
43794,20140909141366,2,600,39,1,0,3,1,46,1,4,2,0,1,0,0,1,0,1
43797,20140909141556,2,510,39,1,1,3,1,29,2,4,2,0,1,0,1,1,1,1
43798,20140909141557,2,470,42,1,0,3,1,52,2,4,2,0,2,0,0,1,1,1
43802,20140909141676,2,495,42,1,0,3,1,38,1,4,3,0,2,0,0,1,0,1
43803,20140909141682,2,515,44,1,0,1,1,59,1,4,5,0,4,0,0,0,0,1
43804,20140909141756,2,511,44,2,3,1,1,35,2,4,2,0,4,1,3,0,1,1
43807,20140909141838,1,510,43,1,1,1,1,28,2,4,4,1,3,0,1,0,1,1
43808,20140909141840,2,330,33,1,0,3,1,50,2,4,2,0,0,0,0,1,1,1
43809,20140909141912,2,555,40,1,0,3,1,59,2,4,3,0,2,0,0,1,1,1
43813,20140909142100,2,570,39,1,3,1,1,42,1,4,4,0,1,0,3,0,0,1
43814,20140909142160,2,530,41,1,2,1,1,32,1,4,3,0,2,0,2,0,0,1
43815,20140909142220,2,482,40,1,0,3,1,58,2,4,3,0,2,0,0,1,1,1
43816,20140909142236,2,355,40,1,1,1,2,38,2,4,6,0,2,0,1,0,1,0
43817,20140909142402,2,770,42,1,2,1,1,42,1,4,2,0,2,0,2,0,0,1
43819,20140909142472,2,500,40,1,2,3,2,39,2,4,4,0,2,0,2,1,1,0
43821,20141007141849,2,345,40,1,1,3,2,23,2,5,4,0,2,0,1,1,1,0
43822,20141007141924,2,450,33,1,2,1,1,30,1,4,5,0,0,0,2,0,0,1
43825,20141008140719,2,510,33,1,4,1,1,40,1,4,5,0,0,0,3,0,0,1
43826,20141008140844,2,509,39,2,0,1,1,50,1,4,5,0,1,1,0,0,0,1
43827,20141008140905,2,450,43,1,0,1,1,58,2,5,5,0,3,0,0,0,1,1
43828,20141008140926,2,180,43,2,2,1,1,43,1,4,4,0,3,1,2,0,0,1
43830,20141008141033,1,735,43,1,2,1,1,52,1,4,6,1,3,0,2,0,0,1
43831,20141008141078,2,415,32,1,1,3,1,53,2,4,6,0,0,0,1,1,1,1
43834,20141008141176,2,870,39,1,1,1,1,58,1,4,6,0,1,0,1,0,0,1
43837,20141008141294,2,600,39,1,1,1,1,50,1,4,5,0,1,0,1,0,0,1
43838,20141008141353,2,600,39,1,0,1,1,28,1,4,6,0,1,0,0,0,0,1
43841,20141008141707,2,465,44,1,2,1,1,46,1,4,6,0,4,0,2,0,0,1
43842,20141008141747,2,655,39,1,3,3,1,21,1,4,5,0,1,0,3,1,0,1
43844,20141008141837,2,480,41,21,1,3,1,59,1,4,6,0,2,3,1,1,0,1
43845,20141008141854,2,559,43,7,0,3,1,51,1,4,6,0,3,3,0,1,0,1
43846,20141008141880,2,950,41,1,2,1,1,45,1,4,5,0,2,0,2,0,0,1
43847,20141008141883,2,454,43,1,2,1,1,41,1,4,3,0,3,0,2,0,0,1
43848,20141008141897,2,710,40,1,1,1,1,40,1,4,4,0,2,0,1,0,0,1
43849,20141008141924,2,795,43,1,4,1,1,37,1,4,2,0,3,0,3,0,0,1
43851,20141008142036,2,525,39,2,0,3,1,48,1,4,2,0,1,1,0,1,0,1
43852,20141008142087,2,424,41,1,2,1,1,32,1,4,3,0,2,0,2,0,0,1
43854,20141008142215,2,465,43,1,1,1,1,51,2,4,2,0,3,0,1,0,1,1
43855,20141008142224,2,489,39,1,0,3,1,37,1,3,6,0,1,0,0,1,0,1
43856,20141008142329,2,495,40,2,1,3,1,27,2,4,6,0,2,1,1,1,1,1
43857,20141008142354,2,465,43,4,0,1,1,48,1,4,2,0,3,2,0,0,0,1
43862,20141009140065,2,530,39,1,0,3,1,42,1,1,4,0,1,0,0,1,0,1
43864,20141009140110,2,630,43,1,1,3,1,32,2,2,3,0,3,0,1,1,1,1
43865,20141009140111,2,540,43,1,1,3,1,45,2,5,6,0,3,0,1,1,1,1
43867,20141009140126,2,650,44,2,0,1,1,48,2,4,4,0,4,1,0,0,1,1
43868,20141009140136,2,474,42,1,0,3,1,27,2,4,4,0,2,0,0,1,1,1
43869,20141009140171,2,380,40,1,0,3,1,52,1,4,5,0,2,0,0,1,0,1
43870,20141009140501,2,485,43,1,0,3,1,59,2,4,6,0,3,0,0,1,1,1
43871,20141009140502,2,538,42,1,1,1,1,28,2,3,5,0,2,0,1,0,1,1
43875,20141009140552,2,445,40,2,1,2,1,49,2,3,3,0,2,1,1,1,1,1
43877,20141009140568,1,570,43,1,3,1,1,45,1,4,4,1,3,0,3,0,0,1
43878,20141009140580,2,482,43,1,2,1,1,44,2,4,4,0,3,0,2,0,1,1
43881,20141009140600,2,451,39,2,0,3,1,52,2,3,5,0,1,1,0,1,1,1
43882,20141009140614,2,457,42,4,2,1,1,43,2,4,3,0,2,2,2,0,1,1
43883,20141009140624,2,710,44,1,2,1,1,50,1,4,2,0,4,0,2,0,0,1
43884,20141009140636,2,705,40,2,0,3,1,32,1,4,6,0,2,1,0,1,0,1
43885,20141009140658,2,480,39,1,1,1,1,52,2,4,3,0,1,0,1,0,1,1
43886,20141009140661,2,360,43,1,0,3,1,41,1,4,5,0,3,0,0,1,0,1
43887,20141009140673,2,590,39,2,0,3,2,34,2,4,3,0,1,1,0,1,1,0
43888,20141009140676,1,630,43,1,0,1,1,57,2,4,2,1,3,0,0,0,1,1
43890,20141009140685,2,540,43,1,0,3,1,30,2,4,6,0,3,0,0,1,1,1
43891,20141009140695,2,770,46,2,3,1,1,41,1,1,5,0,4,1,3,0,0,1
43893,20141009140720,2,535,40,1,2,1,1,35,1,4,2,0,2,0,2,0,0,1
43895,20141009140750,2,446,43,1,2,1,1,42,1,4,3,0,3,0,2,0,0,1
43896,20141009140763,2,465,40,1,2,1,1,36,1,4,5,0,2,0,2,0,0,1
43898,20141009140791,2,180,40,1,1,1,1,53,1,4,4,0,2,0,1,0,0,1
43900,20141009140851,2,540,39,1,0,1,2,47,2,4,2,0,1,0,0,0,1,0
43902,20141009140871,2,470,42,1,0,1,1,59,1,4,3,0,2,0,0,0,0,1
43903,20141009140876,2,535,43,1,0,1,1,57,1,4,4,0,3,0,0,0,0,1
43907,20141009140909,2,493,44,2,0,3,1,48,2,3,4,0,4,1,0,1,1,1
43908,20141009140936,2,450,39,2,1,3,1,38,1,4,6,0,1,1,1,1,0,1
43909,20141009140953,2,550,39,1,0,1,1,25,2,4,2,0,1,0,0,0,1,1
43911,20141009140984,2,435,40,2,0,3,1,54,2,3,5,0,2,1,0,1,1,1
43915,20141009141057,2,585,44,1,0,3,1,32,2,4,4,0,4,0,0,1,1,1
43918,20141009141119,2,455,39,1,0,1,1,54,2,5,4,0,1,0,0,0,1,1
43920,20141009141122,2,390,42,1,1,1,1,29,1,5,6,0,2,0,1,0,0,1
43921,20141009141152,2,485,40,1,1,3,1,37,2,4,3,0,2,0,1,1,1,1
43922,20141009141164,2,465,39,2,0,1,1,48,1,4,4,0,1,1,0,0,0,1
43923,20141009141175,2,465,42,1,0,3,1,51,2,4,6,0,2,0,0,1,1,1
43924,20141009141184,2,450,43,1,3,1,1,47,1,4,4,0,3,0,3,0,0,1
43926,20141009141206,1,518,44,4,2,1,1,36,1,4,6,1,4,2,2,0,0,1
43927,20141009141216,2,710,43,1,0,1,1,34,1,4,2,0,3,0,0,0,0,1
43928,20141009141219,2,470,39,2,0,3,2,54,2,4,4,0,1,1,0,1,1,0
43930,20141009141226,2,750,43,1,0,3,1,54,1,4,2,0,3,0,0,1,0,1
43931,20141009141230,2,239,43,1,0,3,1,22,2,4,5,0,3,0,0,1,1,1
43932,20141009141232,2,378,40,1,0,1,2,54,2,3,6,0,2,0,0,0,1,0
43933,20141009141243,2,595,44,1,2,1,1,54,1,4,2,0,4,0,2,0,0,1
43937,20141009141264,2,120,35,1,1,3,2,29,2,4,6,0,0,0,1,1,1,0
43939,20141009141278,1,668,39,1,1,1,1,44,2,4,6,1,1,0,1,0,1,1
43941,20141009141297,2,525,41,1,0,1,1,31,2,4,4,0,2,0,0,0,1,1
43942,20141009141326,2,264,44,1,2,1,2,31,2,4,6,0,4,0,2,0,1,0
43944,20141009141347,2,630,43,1,2,3,1,34,2,4,2,0,3,0,2,1,1,1
43945,20141009141358,2,300,44,1,1,1,1,42,1,4,4,0,4,0,1,0,0,1
43948,20141009141395,2,150,44,1,3,1,2,58,1,4,5,0,4,0,3,0,0,0
43949,20141009141400,2,435,43,1,0,1,1,59,2,3,2,0,3,0,0,0,1,1
43950,20141009141413,2,285,40,1,0,2,2,21,2,4,6,0,2,0,0,1,1,0
43952,20141009141423,2,441,39,1,1,1,1,44,2,4,5,0,1,0,1,0,1,1
43953,20141009141464,2,480,43,1,2,3,1,22,2,4,6,0,3,0,2,1,1,1
43958,20141009141524,2,540,40,2,1,3,1,29,1,4,3,0,2,1,1,1,0,1
43959,20141009141530,2,390,39,2,0,3,1,56,2,4,5,0,1,1,0,1,1,1
43960,20141009141548,1,582,40,1,1,1,1,55,1,4,3,1,2,0,1,0,0,1
43962,20141009141560,2,470,43,1,1,2,1,56,2,4,4,0,3,0,1,1,1,1
43964,20141009141590,2,455,40,1,2,1,1,44,1,4,6,0,2,0,2,0,0,1
43968,20141009141630,2,468,42,1,0,3,1,59,2,4,3,0,2,0,0,1,1,1
43969,20141009141635,2,595,43,4,2,1,1,42,1,4,4,0,3,2,2,0,0,1
43971,20141009141677,2,260,43,2,0,3,1,32,2,4,4,0,3,1,0,1,1,1
43972,20141009141679,2,597,40,1,0,2,1,23,2,4,5,0,2,0,0,1,1,1
43973,20141009141683,2,240,40,1,2,1,1,47,1,4,6,0,2,0,2,0,0,1
43974,20141009141731,2,495,43,1,2,2,1,35,1,4,5,0,3,0,2,1,0,1
43975,20141009141732,2,359,40,1,0,1,2,55,2,5,4,0,2,0,0,0,1,0
43976,20141009141745,2,539,44,1,1,1,1,44,2,2,6,0,4,0,1,0,1,1
43977,20141009141749,2,452,39,1,3,1,1,28,1,4,6,0,1,0,3,0,0,1
43978,20141009141760,2,480,40,1,1,1,1,41,2,4,4,0,2,0,1,0,1,1
43983,20141009141807,2,525,44,1,0,3,1,37,2,2,3,0,4,0,0,1,1,1
43985,20141009141833,2,495,40,4,2,1,1,48,1,4,4,0,2,2,2,0,0,1
43988,20141009141866,2,460,42,1,2,1,1,39,2,3,4,0,2,0,2,0,1,1
43989,20141009141871,2,435,41,1,2,1,1,53,1,4,5,0,2,0,2,0,0,1
43990,20141009141872,2,470,42,1,2,1,1,44,2,4,3,0,2,0,2,0,1,1
43992,20141009141886,2,461,40,1,2,3,1,33,2,4,4,0,2,0,2,1,1,1
43994,20141009141934,2,368,43,1,1,1,1,50,1,4,6,0,3,0,1,0,0,1
43995,20141009141940,2,435,43,4,0,3,1,49,1,4,5,0,3,2,0,1,0,1
43999,20141009141987,2,780,39,1,2,2,1,50,1,4,3,0,1,0,2,1,0,1
44000,20141009141995,2,283,39,1,1,1,2,36,2,4,4,0,1,0,1,0,1,0
44002,20141009142025,2,405,39,2,1,3,2,30,2,4,5,0,1,1,1,1,1,0
44003,20141009142041,2,423,43,1,0,1,1,34,2,5,5,0,3,0,0,0,1,1
44007,20141009142083,1,325,44,2,3,1,1,35,2,2,2,1,4,1,3,0,1,1
44008,20141009142114,1,180,39,1,2,1,1,26,1,4,5,1,1,0,2,0,0,1
44009,20141009142128,2,498,44,1,3,3,1,48,2,3,5,0,4,0,3,1,1,1
44010,20141009142131,2,585,44,1,0,1,1,58,1,1,2,0,4,0,0,0,0,1
44011,20141009142132,2,655,44,1,0,3,1,32,1,2,3,0,4,0,0,1,0,1
44012,20141009142140,2,475,40,1,2,3,1,39,2,4,5,0,2,0,2,1,1,1
44013,20141009142142,2,540,44,1,1,1,1,32,1,4,3,0,4,0,1,0,0,1
44015,20141009142217,2,435,43,1,0,1,1,59,2,1,4,0,3,0,0,0,1,1
44016,20141009142222,2,674,40,1,0,2,1,50,1,4,4,0,2,0,0,1,0,1
44017,20141009142276,2,745,40,2,0,1,1,32,1,4,2,0,2,1,0,0,0,1
44018,20141009142285,2,480,43,1,2,1,1,41,2,4,4,0,3,0,2,0,1,1
44019,20141009142291,2,120,39,1,1,3,1,45,1,4,5,0,1,0,1,1,0,1
44020,20141009142293,2,180,43,2,0,3,1,26,2,4,6,0,3,1,0,1,1,1
44021,20141009142320,2,765,45,4,1,1,1,37,2,4,5,0,4,2,1,0,1,1
44022,20141009142355,2,470,44,1,0,1,1,51,2,3,6,0,4,0,0,0,1,1
44026,20141009142388,2,495,41,1,1,3,1,37,2,3,3,0,2,0,1,1,1,1
44027,20141009142395,2,460,43,1,1,1,1,36,2,4,5,0,3,0,1,0,1,1
44029,20141009142404,2,385,43,1,1,3,1,43,2,4,6,0,3,0,1,1,1,1
44031,20141009142432,2,490,43,1,1,1,1,40,2,4,2,0,3,0,1,0,1,1
44032,20141009142492,1,575,40,1,2,3,1,47,2,4,5,1,2,0,2,1,1,1
44033,20141010140023,2,450,42,6,2,3,1,23,2,4,2,0,2,3,2,1,1,1
44034,20141010140118,2,540,40,1,2,2,1,26,1,4,4,0,2,0,2,1,0,1
44036,20141010140500,2,450,40,2,0,3,1,27,1,4,5,0,2,1,0,1,0,1
44038,20141010140852,2,240,39,1,6,1,1,38,1,4,6,0,1,0,3,0,0,1
44039,20141010141086,2,570,42,1,1,1,1,54,2,2,3,0,2,0,1,0,1,1
44040,20141010141088,2,450,40,4,0,3,1,23,2,4,3,0,2,2,0,1,1,1
44041,20141010141110,2,420,39,1,2,1,1,52,2,4,5,0,1,0,2,0,1,1
44042,20141010141193,2,375,42,1,0,3,1,23,2,4,4,0,2,0,0,1,1,1
44043,20141010141282,2,475,44,1,1,1,1,45,1,4,6,0,4,0,1,0,0,1
44045,20141010141338,2,484,39,1,0,1,1,50,2,3,2,0,1,0,0,0,1,1
44046,20141010141365,2,420,39,1,1,1,1,55,1,4,2,0,1,0,1,0,0,1
44047,20141010141378,2,475,43,1,2,1,1,40,2,4,3,0,3,0,2,0,1,1
44048,20141010141504,2,515,40,1,0,3,1,55,1,4,3,0,2,0,0,1,0,1
44052,20141010141679,2,465,39,7,0,1,1,56,1,4,3,0,1,3,0,0,0,1
44054,20141010141859,2,450,43,1,1,1,1,35,1,5,6,0,3,0,1,0,0,1
44055,20141010141898,2,555,39,1,1,3,1,48,2,4,2,0,1,0,1,1,1,1
44058,20141010142017,2,480,44,1,1,1,1,29,1,4,4,0,4,0,1,0,0,1
44059,20141010142021,2,435,40,2,1,3,1,34,2,4,4,0,2,1,1,1,1,1
44060,20141010142160,2,450,43,1,0,1,1,52,1,4,2,0,3,0,0,0,0,1
44061,20141010142197,2,510,39,1,0,1,1,57,1,4,2,0,1,0,0,0,0,1
44062,20141010142256,2,710,43,4,0,1,1,50,2,4,5,0,3,2,0,0,1,1
